unique_identifier,location_name,address_line1,address_line2,address_line3,address_city,address_county,address_post_code,country,ladnm,lsoa21,lsoa21nm,defibrillators_availability,defibrillators_access_type,lat,long,county
F2F52C38-C1C1-4DFE-8692-B39F00D899DC,Bishop Bridgeman Primary School,Bishop Bridgeman C Of E Primary School,Rupert Street,,Bolton,Bolton,BL3 6PY,England,Bolton,E01004811,Bolton 022A,24/7 Access,Public,53.56464915,-2.431818783,Greater Manchester
6A030E08-AEF6-48D7-B2D9-B28900965DDC,Heatrod Elements Limited,Unit 5 Top Deck Industrial Estate,Smethurst Lane,,Bolton,Bolton,BL4 0AN,England,Bolton,E01004833,Bolton 026C,Varied Access,Restricted,53.5511209,-2.452223987,Greater Manchester
D5A32C8E-850A-414C-928F-B03500EED461,,Highfield Primary School,Marsh Lane,,Bolton,Bolton,BL4 0AP,England,Bolton,E01004872,Bolton 029B,Varied Access,Public,53.5481088,-2.4209122,Greater Manchester
92EE4172-7864-4CB1-8C98-B418009FC02B,P.e Office,Mount St Joseph Rc School,Greenland Road,,Bolton,Bolton,BL4 0HU,England,Bolton,E01004880,Bolton 029E,Varied Access,Restricted,53.55576841,-2.423467756,Greater Manchester
CAE084FB-9CC9-407B-88E2-B41800A53164,Main Reception ,Mount St Joseph Rc School,Greenland Road,,Bolton,Bolton,BL4 0HU,England,Bolton,E01004880,Bolton 029E,Varied Access,Restricted,53.5552092,-2.42352575,Greater Manchester
F9F0F154-72C8-4C8E-A718-B00A00BD63CC,,Hollins,Plodder Lane,Farnworth,Bolton,Bolton,BL4 0LF,England,Bolton,E01004833,Bolton 026C,24/7 Access,Public,53.54964037,-2.439951897,Greater Manchester
E166B1C3-A523-4060-A700-B1BA008B0A5C,The Great Lever Farnworth Golf Club Ltd,Great Lever And Farnworth Golf Club,Plodder Lane,Farnworth,Bolton,Bolton,BL4 0LQ,England,Bolton,E01004833,Bolton 026C,24/7 Access,Public,53.5522,-2.44151,Greater Manchester
AE52B6E8-D3A3-4FB2-887B-B1CA00817ABF,Seddon Plant And Engineers,Edge Fold Industrial Estate,Plodder Lane,Farnworth,Bolton,Bolton,BL4 0LR,England,Bolton,E01004833,Bolton 026C,24/7 Access,Public,53.5504,-2.45394,Greater Manchester
E439A1D4-309A-4C46-9DD2-B3240136F770,Bolton Trampoline Club,Bolton Trampoline Club Egerton Works,Egerton Street,Moses Gate,Bolton,Bolton,BL4 7ER,England,Bolton,E01004857,Bolton 027D,Varied Access,Restricted,53.55351575,-2.403318789,Greater Manchester
5FAD72E3-A521-4C79-B37E-B25E00A896AA,Barrett Engineering Steel Bolton Reception ,Barrett Engineering Steel Bolton,Stone Hill Road,Farnworth,Bolton,Bolton,BL4 7NN,England,Bolton,E01004902,Bolton 032D,Varied Access,Restricted,53.5399,-2.3959,Greater Manchester
3E85E374-5D2C-4C48-9969-B25E00AA9A11,Barrett Engineering Steel Bolton Transport Office ,Barrett Engineering Steel Bolton,Stone Hill Road,,Bolton,Bolton,BL4 7NN,England,Bolton,E01004902,Bolton 032D,Varied Access,Restricted,53.54,-2.39528,Greater Manchester
A4634B02-B544-446C-AEAF-B08B0086B808,All Saints Primary School,All Saints C Of E Primary School,Devon Street,Farnworth,Bolton,Bolton,BL4 7PY,England,Bolton,E01004857,Bolton 027D,24/7 Access,Restricted,53.5546103,-2.3963275,Greater Manchester
A7A8EF8D-2DF4-4A40-9870-AEBE00EA2B3C,Farnworth Railway Station,Farnworth Railway Station,Railway Street,Bolton,Bolton,Bolton,BL4 7QZ,England,Bolton,E01004859,Bolton 032B,24/7 Access,Public,53.5499647,-2.387666,Greater Manchester
3B27D7A4-D03B-4D08-9B5C-B31D00A1EF21,St Gregory's Rc Primary School,St Gregorys Rc Primary School,Presto Street,Farnworth,Bolton,Bolton,BL4 8AJ,England,Bolton,E01004859,Bolton 032B,Varied Access,Restricted,53.5481,-2.38946,Greater Manchester
2E3C47C9-50AA-42CB-B103-AEBE00EA31BC,Kearsley Railway Station,Kearsley Railway Station,Stoneclough Road,Kearsley,Bolton,Bolton,BL4 8DU,England,Bolton,E01004905,Bolton 034C,24/7 Access,Public,53.5440764,-2.3767618,Greater Manchester
BF4C21D8-1E59-4D1D-8818-B2BC00D2826B,Roosevelt Community Centre,12a Roosevelt Road,,Kearsley,Bolton,Bolton,BL4 8EA,England,Bolton,E01004905,Bolton 034C,24/7 Access,Public,53.54361161,-2.380842186,Greater Manchester
839F769E-E8D5-43F6-ABCF-B27900A9E22B,,St Stephens Kearsley Moor C Of E Primary School,Bent Spur Road,Kearsley,Bolton,Bolton,BL4 8PB,England,Bolton,E01004909,Bolton 034F,Varied Access,Public,53.5381,-2.37272,Greater Manchester
56D82D92-31CA-48CD-9C83-AE0100D72D5A,,Kearsley Mount Methodist Church,Manchester Road,,Bolton,Bolton,BL4 8QL,England,Bolton,E01004903,Bolton 034A,24/7 Access,Public,53.5385209,-2.3712955,Greater Manchester
4594F39B-3008-4520-9562-B31400CC2AFA,Merkur Slots - Farnworth,51-55 Brackley Street,Na,Farnworth,Bolton,Bolton,BL4 9DS,England,Bolton,E01004859,Bolton 032B,24/7 Access,Public,53.5475,-2.39493,Greater Manchester
C119D921-800E-42CF-9EAE-B09700820FAC,Farnworth,Farnworth Fire Station,Albert Road,Farnworth,Bolton,Bolton,BL4 9HF,England,Bolton,E01004902,Bolton 032D,24/7 Access,Public,53.5459826,-2.3986766,Greater Manchester
226F673F-7F1E-4195-9511-B3E0010C2B08,St Peters Primary School (Main Office),St Peters C Of E Primary School,Alexandra Street,Farnworth,Bolton,Bolton,BL4 9JT,England,Bolton,E01004902,Bolton 032D,Varied Access,Restricted,53.5434,-2.39491,Greater Manchester
4CE731CF-68F6-4B71-B39A-AE2400F6872E,Tesco Stores Ltd,Tesco Farnworth,Longcauseway,Farnworth,Bolton,,BL4 9LS,England,Bolton,E01004902,Bolton 032D,Varied Access,Public,53.54204559,-2.399034023,Greater Manchester
3BD1C190-871A-4923-A25E-B1310106D72F,,Ism Waste And Recycling,Kenyon Street,,Ramsbottom,Bury,BL0 0AB,England,Bury,E01005014,Bury 001A,24/7 Access,Public,53.6485,-2.31209,Greater Manchester
CCE66688-EDBC-4D03-9E2B-B18700ED65E7,,Victoria Mill,Piggott Street,Farnworth,Bolton,Bolton,BL4 9QN,England,Bolton,E01004860,Bolton 032C,Varied Access,Restricted,53.5434,-2.40082,Greater Manchester
A625026E-A4F4-4FC8-9A56-B13A01246DF4,,Milk Maids/ Deardens Farm Shop,Manchester Road,Over Hulton,Bolton,Bolton,BL5 1AT,England,Bolton,E01004892,Bolton 030A,24/7 Access,Public,53.5477,-2.47511,Greater Manchester
278B5B09-CD45-4069-B489-AF6A00E4E411,Toby Carvery - Bolton,Toby Carvery - Bolton,421 Watergate Drive,,Bolton,Bolton,BL5 1BU,England,Bolton,E01004833,Bolton 026C,Varied Access,Public,53.5440545,-2.4507827,Greater Manchester
46F5FDF9-7281-4444-BAD4-B0A200856FA6,,Currys Limited,Bridgewater Avenue,,Bolton,Lancashire,BL5 1EE,England,Bolton,E01004833,Bolton 026C,24/7 Access,Public,53.53816986,-2.45293999,Greater Manchester
B6EC04A2-B443-4F4C-AFF9-B37700C17DB1,Hardscape Surfaces Ltd,Unit F2a,Lomax Way,,Bolton,Lancashire,BL5 1FQ,England,Bolton,E01004833,Bolton 026C,Varied Access,Restricted,53.53444848,-2.445858451,Greater Manchester
98826728-7FA1-4A9D-A9A8-AF3A00EC8530,,552 Wigan Road,,,Bolton,Bolton,BL5 2BX,England,Bolton,E01004937,Bolton 035D,24/7 Access,Public,53.5424161,-2.5480392,Greater Manchester
ED429522-CBB0-4880-839D-AEBE00EA9C3C,Daisy Hill Railway Station,Daisy Hill Railway Station,Leigh Road,Bolton,Bolton,Bolton,BL5 2JQ,England,Bolton,E01004895,Bolton 031B,24/7 Access,Public,53.5409866,-2.5158945,Greater Manchester
80DBD04F-4C55-42ED-9B3B-B17300E32950,The Rosehill Tavern,Rose Hill Tavern,Leigh Road,Westhoughton,Bolton,Bolton,BL5 2JQ,England,Bolton,E01004895,Bolton 031B,24/7 Access,Public,53.5407,-2.51609,Greater Manchester
759E071D-435F-4493-A1F9-B0A900F9CE2B,The Greyman Pub,Grey Man,88-90 Hindley Road,Westhoughton,Bolton,Lancashire,BL5 2JS,England,Bolton,E01004935,Bolton 035C,24/7 Access,Public,53.53571824,-2.522087842,Greater Manchester
D4264AF8-D83D-46A5-A4FA-AAE501072898,The Bank,75-77 Market Street,Westhoughton,,Bolton,Lancashire,BL5 3AA,England,Bolton,E01004936,Bolton 031C,24/7 Access,Public,53.5488549,-2.5240109,Greater Manchester
73C62FB3-CE75-4046-BFBD-AE8100EBD7EE,The White Horse Tavern,White Horse,259 Bolton Road,Westhoughton,Bolton,Bolton,BL5 3ED,England,Bolton,E01004901,Bolton 028E,24/7 Access,Public,53.5547635,-2.5102808,Greater Manchester
A9B5F4E2-E763-44BD-9F16-B1790114BEBA,Frank Mercer Sons Ltd,Chequerbent Works,Manchester Road,Over Hulton,Bolton,Bolton,BL5 3JF,England,Bolton,E01004891,Bolton 028A,24/7 Access,Public,53.5511,-2.49443,Greater Manchester
4731C5BB-11F3-43BA-97CF-B02A00CECA56,Tesco Westhoughton,Manchester Rd,Westhoughton,Bolton,Bolton,Bolton,BL5 3JS,England,Bolton,E01004901,Bolton 028E,Varied Access,Public,53.5540197,-2.5076453,Greater Manchester
277B6233-5BB1-4761-9F30-B0FA00F8D9BE,,St Bartholomews Ce Primary School,The Fairways,Westhoughton,Bolton,Bolton,BL5 3NZ,England,Bolton,E01004936,Bolton 031C,Varied Access,Restricted,53.5488,-2.52729,Greater Manchester
D9E427B5-F54A-4A90-B2B6-B0A700BA9BAA,The Eagle And Child Pub,The Eagle And Child Pub,3 Whalley Rd,Ramsbottom,Ramsbottom,Bury,BL0 0DL,England,Bury,E01005015,Bury 001B,24/7 Access,Public,53.6480088,-2.3039551,Greater Manchester
CCFC5AAA-11E7-4326-A5F5-B0540021333C,The Duckworth Arms,The Duckworth Arms,416 Whalley Road,,Ramsbottom,Bury,BL0 0EG,England,Bury,E01005015,Bury 001B,24/7 Access,Public,53.6601983,-2.3033166,Greater Manchester
79EBC06B-D4BA-4B3C-B8A7-B09A00FADA4E,Ramsbottom,Ramsbottom Fire Station,Stubbins Lane,Ramsbottom,Ramsbottom,Bury,BL0 0PS,England,Bury,E01005015,Bury 001B,24/7 Access,Public,53.6540981,-2.3161484,Greater Manchester
778CFBF7-CC58-49A1-A12E-AF4500FA619D,,Bleakholt Farm,Bury Old Road,Shuttleworth,Ramsbottom,Bury,BL0 0RX,England,Bury,E01005015,Bury 001B,24/7 Access,Public,53.661,-2.29621,Greater Manchester
1B9942B5-ED09-4ADE-86B2-B0BA009BD88F,East Lancashire Railway - Ramsbottom,Ramsbottom Railway Station,Railway Street,,Ramsbottom,Bury,BL0 9AL,England,Bury,E01005014,Bury 001A,24/7 Access,Public,53.64737411,-2.314792229,Greater Manchester
D55B0EF7-F304-448A-B149-AE2700E33A11,,Railway Hotel,2 Bridge Street,,Ramsbottom,Bury,BL0 9AQ,England,Bury,E01005014,Bury 001A,24/7 Access,Public,53.6478519,-2.315247458,Greater Manchester
CBA4C88A-26CA-492C-BCD1-B02200DF577C,Market Place Dental Practice,6-8 Market Place,,,Ramsbottom,Bury,BL0 9HT,England,Bury,E01005014,Bury 001A,Varied Access,Public,53.6489016,-2.3182257,Greater Manchester
873752A1-F6BE-47DC-94FF-B34F00EFF0C8,,31 Chorley Road,Westhoughton,Bolton,Greater Manchester,Bolton,BL5 3PD,England,Bolton,E01004776,Bolton 031A,24/7 Access,Public,53.5604,-2.52496,Greater Manchester
1C64A1A0-0B0D-4908-8B78-B26700A2EB3D,The Gates Primary School ,The Gates Primary School,Bristle Hall Way,Westhoughton,Bolton,Bolton,BL5 3QA,England,Bolton,E01004776,Bolton 031A,Varied Access,Public,53.5576,-2.5218,Greater Manchester
654AC98C-98A2-41BD-8C17-B14900F69261,Beechville,653 Chorley New Road,Lostock,Bolton,Bolton,Bolton,BL6 4AG,England,Bolton,E01004775,Bolton 014A,24/7 Access,Public,53.58010267,-2.50654518,Greater Manchester
25F199F4-2F1E-4A42-856B-AEC800C29617,Greenhalghs On Crescent Road,Electricity Sub Station,Crescent Road,,Bolton,Bolton,BL6 4AY,England,Bolton,E01004775,Bolton 014A,24/7 Access,Public,53.58212,-2.52239,Greater Manchester
9B2CD3A6-AC6C-4035-B68D-AE620159C3F0,,"Northgate Vehicle Hire, Lostock Lane",Lostock Lane,,Bolton,Bolton,BL6 4BL,England,Bolton,E01004775,Bolton 014A,Varied Access,Public,53.5775209,-2.5286602,Greater Manchester
C6DEA28E-8B6C-4A4F-964E-B12E0102ECD2,Duke Of Wellington,Duke Of Wellington,60 St Johns Road,Lostock,Bolton,Bolton,BL6 4HA,England,Bolton,E01033219,Bolton 028G,24/7 Access,Public,53.5639,-2.50293,Greater Manchester
A2B04CF0-C170-40B4-955F-B41700F38BC1,Lostock Primary School,Lostock Primary School,Glengarth Drive,,Bolton,Bolton,BL6 4PS,England,Bolton,E01004844,Bolton 020D,Varied Access,Restricted,53.5749,-2.49362,Greater Manchester
68A9DD1D-FB73-4BE2-BD70-AEF900A888F0,Lostock Railway Station,Lostock Railway Station,Rumworth Road,Lostock,Bolton,Bolton,BL6 4PU,England,Bolton,E01004844,Bolton 020D,24/7 Access,Public,53.5736037,-2.4941625,Greater Manchester
5A78F10E-C3AE-4858-9287-AF9C00EB8744,Heritage Trade Frames Ltd,Unit 1 Lostock Industrial Estate,Cranfield Road,,Bolton,Greater Manchester,BL6 4SB,England,Bolton,E01004775,Bolton 014A,Varied Access,Restricted,53.5802155,-2.5274886,Greater Manchester
366B2A9E-3AC2-4DE3-9517-B1F400881EEB,National Education Union,First Floor,1a The Parklands,Lostock,Bolton,Bolton,BL6 4SD,England,Bolton,E01004775,Bolton 014A,Varied Access,Restricted,53.578,-2.53574,Greater Manchester
1C77B496-661A-45E0-A9B3-AEC500F6B572,,19 Buchanan Street,,,Ramsbottom,Bury,BL0 9JF,England,Bury,E01005016,Bury 001C,Varied Access,Restricted,53.6445638,-2.3221087,Greater Manchester
8C385385-E421-4797-9D33-B09A00CA5CA5,Paddock Garages,Paddock Garages,217 Nuttall Lane,Ramsbottom,Bury,Bury,BL0 9LD,England,Bury,E01005017,Bury 001D,24/7 Access,Public,53.6383493,-2.3133836,Greater Manchester
CE3189F8-EE90-4F6D-BFCE-B0C300A35DB3,The Sarah Jones,The Sarah Jones,15 Lancaster Avenue,Ramsbottom,Bury,Bury,BL0 9QA,England,Bury,E01005019,Bury 002A,24/7 Access,Public,53.6356,-2.32599,Greater Manchester
91742C15-B23A-4034-AE93-AFF600CC9530,Reception,Woodhey High School,Bolton Road West,,Ramsbottom,Bury,BL0 9QZ,England,Bury,E01005019,Bury 002A,Varied Access,Restricted,53.6345015,-2.3303836,Greater Manchester
BFF6DC5E-EA6F-42FF-9CB7-B0A700BA8258,Hare And Hounds Pub,Hare And Hounds Pub,400 Bolton Road West,,Ramsbottom,Bury,BL0 9RY,England,Bury,E01005021,Bury 001F,24/7 Access,Public,53.6339237,-2.334553,Greater Manchester
340BB534-B5D6-4FB1-8B2A-B0A700BA9ECF,The Hamers Arms,The Hamers Arms Pub,23 High Summerseat,Ramsbottom,Bury,Bury,BL0 9UG,England,Bury,E01005023,Bury 002B,24/7 Access,Public,53.6267951,-2.32175,Greater Manchester
556A7F54-6993-4CC6-B7E5-AF9E00F91F1A,O2 Store (0070)   Bolton,43-47 Market Street,,Greater Manchester,Bolton,Bolton,BL1 1BQ,England,Bolton,E01033217,Bolton 016E,Varied Access,Restricted,53.5798782,-2.4297165,Greater Manchester
B8917E2A-E69B-49FF-A26F-B1CF00F80B2D,Bolton Advertising Kiosk,Outside 67 Deansgate,,,Bolton,Lancashire,BL1 1HQ,England,Bolton,E01033217,Bolton 016E,24/7 Access,Public,53.579591,-2.4300933,Greater Manchester
1F0CA520-E030-4CB7-87B6-ADEB0115EA01,Bolton Community & Voluntary Services,The Hub,Bold Street,,Bolton,Bolton,BL1 1LS,England,Bolton,E01004817,Bolton 022E,Varied Access,Public,53.5769255,-2.4284632,Greater Manchester
D5B0E0A1-3B75-4BB8-B009-B21300E2D44B,Bolton Advertising Kiosk,Adjacent To University Of Bolton Institute Of Management,,,Bolton,Manchester,BL1 1NJ,England,Bolton,E01004848,Bolton 016D,24/7 Access,Public,53.576128,-2.4284422,Greater Manchester
76DD7818-5601-4C9E-B4F4-AF2C011E5214,Transport For Greater Manchester,"Great Moor St, Bolton",,,Bolton,Bolton,BL1 1NS,England,Bolton,E01004848,Bolton 016D,Varied Access,Restricted,53.5753628,-2.4267884,Greater Manchester
D4AD5796-D9ED-4C94-83B6-AFCC00EE232D,,Vine House,Lynstock Way,,Bolton,Bolton,BL6 4TW,England,Bolton,E01004775,Bolton 014A,Varied Access,Public,53.5761551,-2.5228921,Greater Manchester
E056F236-DECE-43A4-9BA1-B0C40112DB27,J Dickinson & Sons,J Dickinson And Sons Ltd,Station Road,Blackrod,Bolton,Bolton,BL6 5BN,England,Bolton,E01004780,Bolton 009B,24/7 Access,Public,53.59331465,-2.568407144,Greater Manchester
FA6920C9-580B-4644-B179-B31500C1B93B,The Red Lion,Red Lion Hotel,101 Church Street,Blackrod,Bolton,Bolton,BL6 5EF,England,Bolton,E01004778,Bolton 009A,24/7 Access,Public,53.59376967,-2.583889708,Greater Manchester
0B63DCEE-D17D-437E-86E9-B37200962CC9,Ipif - Blackrod Estate,Blackrod Estate,182 Station Rd,Bolton,Bolton,Bolton,BL6 5JE,England,Bolton,E01004780,Bolton 009B,24/7 Access,Public,53.5907,-2.56806,Greater Manchester
B439236B-7CE4-4951-9251-B07C0112A3DB,Hill Tops Sports And Social Club,23 Hill Lane,,Blackrod,Bolton,Bolton,BL6 5JW,England,Bolton,E01004782,Bolton 009C,24/7 Access,Public,53.5943488,-2.5881142,Greater Manchester
EFCEA623-0384-408A-8AB7-B09300D765FC,Horwich,Horwich Fire Station,Chorley New Road,Horwich,Bolton,Bolton,BL6 5NL,England,Bolton,E01004777,Bolton 004A,24/7 Access,Public,53.5954564,-2.5474172,Greater Manchester
A5EB9EDD-0307-4C40-8AA6-AE5800AE84F5,Blackrod Abc Boxing Club,Blackrod Abc Boxing Club,"Unit A Geotechnical House, 565 Manchester Road",Blackrod,Bolton,Bolton,BL6 5RU,England,Bolton,E01004780,Bolton 009B,Varied Access,Restricted,53.5776216,-2.5620117,Greater Manchester
6A7D45DF-AF92-40CC-AAF8-B03700C58403,New Build Ground Floor,Blackrod Primary School,Manchester Road,,Bolton,Bolton,BL6 5SY,England,Bolton,E01004783,Bolton 009D,Varied Access,Restricted,53.5845514,-2.5714837,Greater Manchester
B0C78A94-D548-444D-B94B-AE620110B077,Fluent Money Ltd,Fluent Money Ltd,Unit 102 Rivington House,Chorley New Road,Bolton,Bolton,BL6 5UE,England,Bolton,E01004777,Bolton 004A,Varied Access,Restricted,53.5946553,-2.548337,Greater Manchester
4CF0F024-297D-423C-8AC3-B40B00C9EF34,Horwich Texaco,Horwich Service Station Texaco,427 Chorley New Road,Horwich,Bolton,Bolton,BL6 6DT,England,Bolton,E01004883,Bolton 007D,24/7 Access,Public,53.5916,-2.53858,Greater Manchester
D21DEC3F-5784-4F83-BF9F-B3EC01075400,Chorley New Road Primary Academy,Chorley New Road,Chorley New Road,Horwich,Bolton,Bolton,BL6 6EW,England,Bolton,E01004781,Bolton 007B,Varied Access,Restricted,53.5898,-2.53614,Greater Manchester
3C4C5170-2D17-41E5-AE2E-B3EC01089997,Top Of Y6 Steps Chorley New Road Primary Academy,Chorley New Road Primary School,Chorley New Road,Horwich,Bolton,Bolton,BL6 6EW,England,Bolton,E01004781,Bolton 007B,Varied Access,Restricted,53.5898,-2.53614,Greater Manchester
1519A440-5D83-4352-B5FD-B35D00A7C34E,Hayes Travel,Unit 4 Victoria Plaza,Oxford Street,,Bolton,Bolton,BL1 1RD,England,Bolton,E01033217,Bolton 016E,24/7 Access,Public,53.5791,-2.43046,Greater Manchester
04F0272C-402A-4851-9EB1-B35D00E548BB,,Bolton Market,Ashburner Street,,Bolton,Bolton,BL1 1TJ,England,Bolton,E01033217,Bolton 016E,24/7 Access,Public,53.57633469,-2.433035069,Greater Manchester
B592EEB1-6405-41A9-B391-B35A00CE8F66,B&Q Plc,B&Q,Kay Street,,Bolton,Bolton,BL1 2SL,England,Bolton,E01033220,Bolton 016F,Varied Access,Restricted,53.5868,-2.42645,Greater Manchester
71BD15C4-5AD0-4A57-A40E-B07C008600CB,Dunelm Bolton,Unit F Bolton Gate Retail Park,,,Bolton,Bolton,BL1 2SL,England,Bolton,E01033220,Bolton 016F,Varied Access,Restricted,53.5854932,-2.4254684,Greater Manchester
06F1C956-01CB-46C0-803C-B2F1008A9B93,Swansway Honda Bolton,"Folds Rd, Bolton",,,Bolton,Bolton,BL1 2ST,England,Bolton,E01033220,Bolton 016F,Varied Access,Restricted,53.5831373,-2.4231941,Greater Manchester
2AF763E9-4DBB-46E2-9AAC-AFC600CB747C,Chequers Health Group,Chequers Health Centre,Rushlake Drive,,Bolton,,BL1 3RL,England,Bolton,E01004820,Bolton 011A,Varied Access,Public,53.58875656,-2.43293595,Greater Manchester
8390460D-AC71-46E3-97AA-B24A0099EE7D,David Lloyd - Bolton,Chorley Street,Bolton,Lancashire,Bolton,Bolton,BL1 4AL,England,Bolton,E01004823,Bolton 016C,Varied Access,Restricted,53.5811244,-2.4380213,Greater Manchester
740B5E48-34FD-42AC-9F97-AF0100DB7B39,Northern Mill Engine Society,The Northern Mill Engine Museum,Mornington Road,,Bolton,Bolton,BL1 4BU,England,Bolton,E01004869,Bolton 015B,24/7 Access,Public,53.58513181,-2.454496519,Greater Manchester
09C164A6-00C4-426B-B847-B07E00FF75E9,,The Belmont Suite Paragon Business Park,Chorley New Road,Horwich,Bolton,Bolton,BL6 6HG,England,Bolton,E01004781,Bolton 007B,Varied Access,Restricted,53.5851,-2.52611,Greater Manchester
2C2C8DAC-0F27-4FCE-9BBF-AF2A009EEAB3,Henry Riley Llp,The Windermere Suite Paragon Business Park,Chorley New Road,,Bolton,Bolton,BL6 6HG,England,Bolton,E01004781,Bolton 007B,Varied Access,Restricted,53.5851112,-2.5261144,Greater Manchester
AD6981B5-CEB0-4107-9A07-B47200DD8BD8,"Unpaid Work Unit, Bolton","Unpaid Work Unit, Unit 5-6","Kirkhall Workshops, Bilbao Street",,Bolton,Bolton,BL1 4HH,England,Bolton,E01004868,Bolton 015A,Varied Access,Restricted,53.58322453,-2.449535704,Greater Manchester
C353F99D-EFDC-4B19-9146-B0A700C44E33,,Gilnow Primary School,Gilnow Gardens,,Bolton,Bolton,BL1 4LG,England,Bolton,E01004871,Bolton 015D,Varied Access,Public,53.5755112,-2.4489423,Greater Manchester
82EF7EDD-50A3-4415-BFA3-AF3A00EEB539,The Local Care Company ,130 Chorley New Road,,,Bolton,Bolton,BL1 4NX,England,Bolton,E01004868,Bolton 015A,24/7 Access,Public,53.5807,-2.45357,Greater Manchester
1105535C-8EA1-470A-AD06-B36800B5276F,,St Elizabeths Church,Cedar Avenue,Horwich,Bolton,Bolton,BL6 6HT,England,Bolton,E01004886,Bolton 014C,24/7 Access,Public,53.58737643,-2.526507259,Greater Manchester
504E8F16-97C3-4CA4-95F0-B210009C1029,Bwfc,Toughsheet Community Stadium,Burnden Way,Horwich,Bolton,Bolton,BL6 6JW,England,Bolton,E01004781,Bolton 007B,Varied Access,Restricted,53.58106,-2.53435,Greater Manchester
62A348C0-D517-46AB-9227-B12C00DAED62,Bwfc,Toughsheet Community Stadium,Burnden Way,Horwich,Bolton,Bolton,BL6 6JW,England,Bolton,E01004781,Bolton 007B,Varied Access,Restricted,53.5821,-2.54168,Greater Manchester
29D7E6E9-C305-4E7A-968A-B12C00D96732,Bwfc,Toughsheet Community Stadium,Burnden Way,Horwich,Bolton,Bolton,BL6 6JW,England,Bolton,E01004781,Bolton 007B,Varied Access,Restricted,53.5821,-2.54168,Greater Manchester
5C5CB9D1-8AC3-4C1F-80CB-AEEE01120A35,Bwfc Reception,Toughsheet Community Stadium. Main Reception,Horwich Bl6 6jw,,Bolton,Bolton,BL6 6JW,England,Bolton,E01004775,Bolton 014A,24/7 Access,Public,53.58006866,-2.536458688,Greater Manchester
0FA387B0-A956-4C32-AB6F-B0BF0080A3B8,Astley Bridge Junior Football Club,Stapleton Ave Playing Fields,Heaton,,Bolton,Lancashire,BL1 5ES,England,Bolton,E01004840,Bolton 012A,24/7 Access,Public,53.5843277,-2.4823904,Greater Manchester
0BE60CC8-C57E-4BE1-A112-AE1D00AFF297,,74 New Hall Lane,Heaton,,Bolton,Bolton,BL1 5HQ,England,Bolton,E01004845,Bolton 018D,24/7 Access,Public,53.5829846,-2.4643832,Greater Manchester
F0556C89-42A5-4893-991A-B3E6012313F7,The Triangle Church,The Triangle Methodist Church,New Church Road,,Bolton,Bolton,BL1 5QP,England,Bolton,E01004920,Bolton 012E,24/7 Access,Public,53.59044529,-2.47446685,Greater Manchester
