unique_identifier,location_name,address_line1,address_line2,address_line3,address_city,address_county,address_post_code,country,ladnm,lsoa21,lsoa21nm,defibrillators_availability,defibrillators_access_type,lat,long,county
127F1674-B52F-43FB-84E4-AE2900CAB46B,Brabners,Brabners Llp,100 Barbirolli Square,,Manchester,Manchester,M2 3BD,England,Manchester,E01033677,Manchester 060A,Varied Access,Restricted,53.4757314,-2.2443532,Greater Manchester
5A123E98-7483-42EB-BD37-B3D200B7826C,Stantec - 7th Floor - Reception Desk,Stantec,100 Barbirolli Square,,Manchester,Manchester,M2 3BD,England,Manchester,E01033677,Manchester 060A,Varied Access,Restricted,53.4757,-2.24435,Greater Manchester
711486D1-4243-4546-8378-B00600FA096B,,"Floor 6, 100 Barbirolli Square",,,Manchester,Manchester,M2 3BD,England,Manchester,E01033677,Manchester 060A,Varied Access,Restricted,53.4757,-2.24435,Greater Manchester
091D1BDC-D284-4A71-9CF9-B46B00DF633A,9th Floor Entrance ,Ey 2 St Peters Square,,,Manchester,Manchester,M2 3EY,England,Manchester,E01033677,Manchester 060A,24/7 Access,Public,53.4757,-2.24435,Greater Manchester
A1FB4EAE-2ADC-45F0-AE1F-B46C008DA20E,Ey Manchester,2 St Peter's Square,,,Manchester,Manchester,M2 3EY,England,Manchester,E01033677,Manchester 060A,Varied Access,Public,53.4757,-2.24435,Greater Manchester
E0A844AA-9CAE-4D89-97CF-B46C008D868D,Ey Manchester,2 St Peter's Square,,,Manchester,Manchester,M2 3EY,England,Manchester,E01033677,Manchester 060A,Varied Access,Public,53.4757,-2.24435,Greater Manchester
2BE3CFB9-883E-4232-8348-B2FE00F9817D,,75 Mosley Street,,,Manchester,Greater Manchester,M2 3HR,England,Manchester,E01033653,Manchester 055B,Varied Access,Public,53.4792,-2.24112,Greater Manchester
309ED427-B60F-41D3-BA32-B16C00FA35F6,,61 Mosley Street,,,Manchester,Manchester,M2 3HZ,England,Manchester,E01033653,Manchester 055B,Varied Access,Restricted,53.4795,-2.24078,Greater Manchester
B16ABDEC-7E43-493E-8064-B27300F95BBA,Cityco Ltd,"Cityco Ltd, Fifth Floor St Georges House",56 Peter Street,,Manchester,Manchester,M2 3NQ,England,Manchester,E01033677,Manchester 060A,Varied Access,Restricted,53.4776,-2.24595,Greater Manchester
35E8DCFA-A7DA-48E1-AD53-AEC800EA831F,,Abbey House,32 Booth Street,,Manchester,Manchester,M2 4AB,England,Manchester,E01033658,Manchester 054C,24/7 Access,Public,53.4792946,-2.2423543,Greater Manchester
DB3EDE03-9921-44D4-AE32-B2F400CB4B18,,12 Booth Street,,,Manchester,Manchester,M2 4AW,England,Manchester,E01033658,Manchester 054C,24/7 Access,Public,53.4798,-2.24299,Greater Manchester
BAE90CF8-D40D-4EAC-BF01-B36100CC28C7,,Belvedere,12 Booth Street,,Manchester,,M2 4AW,England,Manchester,E01033658,Manchester 054C,24/7 Access,Restricted,53.4798,-2.24299,Greater Manchester
67143492-5E48-4C38-84D9-B21700FD6957,Betfred,Steam Packet House,72 - 76 Cross Street,,Manchester,Manchester,M2 4JG,England,Manchester,E01033658,Manchester 054C,Varied Access,Restricted,53.4806,-2.24524,Greater Manchester
A9071FDF-327E-4125-9C5E-B1BE00F3F778,,2-10 Albert Square,,,Manchester,Manchester,M2 6LW,England,Manchester,E01033658,Manchester 054C,Varied Access,Public,53.4798,-2.24566,Greater Manchester
546F782D-422F-453D-B78E-B3DE00E474E4,Cavendish Community Primary School,Cavendish Community Primary School,Cavendish Road,,Manchester,Manchester,M20 1JG,England,Manchester,E01033671,Manchester 039F,Varied Access,Restricted,53.4284,-2.24208,Greater Manchester
CAE6DA72-10E7-4726-A30E-B02B00E9E61C,Tesco Stores Ltd,132-134 Burton Rd,Didsbury,Manchester,Manchester,Manchester,M20 1JQ,England,Manchester,E01005076,Manchester 039A,Varied Access,Public,53.4287552,-2.2407137,Greater Manchester
51135145-D489-4683-8EB2-AE3D010B61ED,British Airways,Pioneer House British Airways Plc Towers Business Park,Wilmslow Road,,Manchester,Manchester,M20 2BA,England,Manchester,E01005169,Manchester 045C,24/7 Access,Restricted,53.4078575,-2.2268014,Greater Manchester
01E13CF2-0A93-40D0-9E87-AE6C01039CBE,The Co-Operative,756-758 Wilmslow Road,Didsbury,,Manchester,Manchester,M20 2DP,England,Manchester,E01005176,Manchester 043E,Varied Access,Restricted,53.41645,-2.2321,Greater Manchester
8E2BE9A6-604A-441D-A6E6-AE6C010679AA,Oxfam,Oxfam,778 Wilmslow Road,Didsbury,Manchester,Manchester,M20 2DR,England,Manchester,E01005177,Manchester 043F,Varied Access,Restricted,53.41547,-2.23227,Greater Manchester
3546E17F-EB0C-471F-B935-AE9F00DF1648,,Greater Manchester Police Head Quarters,Elizabeth Slinger Road,,Manchester,Manchester,M20 2ES,England,Manchester,E01005083,Manchester 039D,24/7 Access,Restricted,53.4250857,-2.2492298,Greater Manchester
1AB52FD4-A25F-4BDB-B9C4-AEB000C99429,Ivy Church,Ivy Church,97 Barlow Moor Road,,Manchester,Lancashire,M20 2GP,England,Manchester,E01005172,Manchester 043A,24/7 Access,Public,53.4192516,-2.2373948,Greater Manchester
F34393AD-2914-4D4C-8B7D-AFA4009A3154,Hayescroft,Hayescroft Gardens,,,Manchester,Manchester,M20 2WG,England,Manchester,E01005173,Manchester 043B,24/7 Access,Public,53.41683,-2.24604,Greater Manchester
B50C0EC5-80D2-4E18-9B5F-B18D00CD44C0,Adamson House,Towers Business Park,Wilmslow Road,Didsbury,Manchester,Manchester,M20 2YY,England,Manchester,E01005169,Manchester 045C,Varied Access,Restricted,53.4087,-2.22717,Greater Manchester
1686D4DB-55AC-44EF-A604-B1E100E7A44C,Laurel Court Care Home,"1a Candleford Rd,","Didsbury,",,Manchester,Lancs,M20 3JH,England,Manchester,E01005276,Manchester 038C,24/7 Access,Public,53.43181,-2.23128,Greater Manchester
57B4B12D-BC2E-46FF-B7F8-B32200A5E853,,Ladybarn Primary School,Briarfield Road,,Manchester,Manchester,M20 4SR,England,Manchester,E01005305,Manchester 036A,Varied Access,Restricted,53.4305,-2.21333,Greater Manchester
4C235DD8-CF86-4518-98AF-B47100A51E05,Ladybarn Primary School,Ladybarn Primary School,Briarfield Road,,Manchester,Manchester,M20 4SR,England,Manchester,E01005305,Manchester 036A,Varied Access,Restricted,53.4305,-2.21333,Greater Manchester
F870894C-1F30-4338-AE5D-B1F800D661E6,,St Cuthberts Rc Primary School,Heyscroft Road,,Manchester,Manchester,M20 4UZ,England,Manchester,E01005307,Manchester 040D,Varied Access,Restricted,53.4293,-2.22309,Greater Manchester
C890A9F1-8BC2-4F41-8A1F-AEF900A86746,East Didsbury Railway Station,East Didsbury Railway Station,Wilmslow Road,East Didsbury,Manchester,Manchester,M20 5WP,England,Manchester,E01005126,Manchester 045A,24/7 Access,Public,53.4194677,-2.2138774,Greater Manchester
FD0D003E-4E44-461C-8384-B38C00F5A4C7,The Barlow Rc High School,The Barlow Rc High School,Parrs Wood Road,,Manchester,Manchester,M20 6BX,England,Manchester,E01005168,Manchester 045B,Varied Access,Restricted,53.4148,-2.22017,Greater Manchester
395085B8-5AD7-453A-AF57-B473007C59D2,The Barlow Rc High School,The Barlow Rc High School,Parrs Wood Road,,Manchester,Manchester,M20 6BX,England,Manchester,E01005168,Manchester 045B,Varied Access,Restricted,53.4148,-2.22017,Greater Manchester
248B6FCB-6857-4574-9CFB-AE6C0109A41D,The Fletcher Moss Pub,1 William Street,,,Manchester,Manchester,M20 6RQ,England,Manchester,E01005176,Manchester 043E,Varied Access,Restricted,53.41685,-2.22981,Greater Manchester
95DA5B65-B609-4453-A3B6-B3D200A6B388,Beaver Road First School (Annex),51 Beaver Road,51 Beaver Road,,Manchester,Lancashire,M20 6SX,England,Manchester,E01005174,Manchester 043C,Varied Access,Restricted,53.4196,-2.22719,Greater Manchester
B5726D90-4107-4692-B1D2-B43400838330,Firts School Office,Beaver Road First School,51 Beaver Road,,Manchester,Manchester,M20 6SX,England,Manchester,E01005175,Manchester 043D,Varied Access,Public,53.41813647,-2.227543087,Greater Manchester
502B6061-79D5-490E-BB17-B2880149F0B1,,Didsbury Baptist Church,Beaver Road,,Manchester,Manchester,M20 6SX,England,Manchester,E01005176,Manchester 043E,24/7 Access,Public,53.4177,-2.2289,Greater Manchester
46570162-A88A-4679-961A-AE6C0107DBB5,Evans The Fishmongers,1 Barlow Moor Road,,,Manchester,Manchester,M20 6TN,England,Manchester,E01005176,Manchester 043E,Varied Access,Restricted,53.4175998,-2.2318184,Greater Manchester
931A11C8-A39B-43ED-BEE6-AE4E00CBEF2E,St James & Emmanuel Parish Centre,6 Barlow Moor Road,Didsbury,,Manchester,Manchester,M20 6TR,England,Manchester,E01005172,Manchester 043A,24/7 Access,Public,53.41856766,-2.233721018,Greater Manchester
5210877C-54A8-4E49-BF69-AFE800C20859,Screwfix,Unit 3a Albany Trading Estate,Albany Road,Chorlton-Cum-Hardy,Manchester,Manchester,M21 0AZ,England,Manchester,E01005159,Manchester 029D,Varied Access,Restricted,53.444663,-2.2753721,Greater Manchester
CAC8B9B7-3CF3-4696-A693-B46500C1D901,Unicorn Grocery,89 Albany Road,,,Manchester,Manchester,M21 0BN,England,Manchester,E01005159,Manchester 029D,24/7 Access,Public,53.4466,-2.277,Greater Manchester
E04D5E86-494C-496B-A889-ADB20094F1CE,,29 Buckingham Road,,,Manchester,Manchester,M21 0SB,England,Manchester,E01005296,Manchester 029E,Varied Access,Restricted,53.4431629,-2.2732556,Greater Manchester
5C2FE904-C2E4-44AB-BF7B-B03700DDEDD5,Main Office,Chorlton Park Primary School,Mauldeth Road West,,Manchester,Manchester,M21 7HH,England,Manchester,E01005158,Manchester 033C,Varied Access,Restricted,53.4332859,-2.2703166,Greater Manchester
135E9625-6FDC-463E-9655-B33900DDDD25,,Barlow Moor Community Centre,23 Mersey Bank Avenue,Chorlton,Manchester,Manchester,M21 7NT,England,Manchester,E01005077,Manchester 042A,24/7 Access,Public,53.4227,-2.26236,Greater Manchester
D087197C-7220-4F53-AE6A-AE9300E25005,The Hough End Centre,Greater Manchester Police Sports And Social Centre,Mauldeth Road West,,Manchester,Manchester,M21 7SX,England,Manchester,E01005279,Manchester 035E,24/7 Access,Public,53.43743911,-2.256346332,Greater Manchester
E117AF1D-9DDC-4722-A7DB-B01F00F9DB85,,Chorlton Water Park,Maitland Avenue,,Manchester,Manchester,M21 7WH,England,Manchester,E01005084,Manchester 042D,24/7 Access,Public,53.423911,-2.2659984,Greater Manchester
FA0B59B5-A139-4B53-B24D-B29D00B5947A,Marks & Spencer Chorlton Cum Hardy Sf,"Unit A, 435 Barlow Moor Road",,,Manchester,Manchester,M21 8AU,England,Manchester,E01005158,Manchester 033C,Varied Access,Restricted,53.4355,-2.27467,Greater Manchester
927075A0-4DFD-4311-AEC0-AE380103665A,Tesco Express,300 Barlow Moor Road,,,Manchester,Manchester,M21 8AY,England,Manchester,E01005158,Manchester 033C,Varied Access,Restricted,53.43584,-2.27324,Greater Manchester
F1097E90-3BCF-46AB-943F-B0CF01031823,Chorlton Central Church,Chorlton Central Church,Barlow Moor Road,,Manchester,Manchester,M21 8BF,England,Manchester,E01005154,Manchester 033A,24/7 Access,Public,53.4391884,-2.274733367,Greater Manchester
01FF64E9-1093-469C-BAD9-B37C00E3BFB4,Brookburn Primary School,Brookburn Primary School,Brookburn Road,,Manchester,Manchester,M21 8EH,England,Manchester,E01005157,Manchester 037D,Varied Access,Public,53.4358,-2.28268,Greater Manchester
E9E0830D-214A-414B-9B41-B0C700F4115F,St Clements Church,St Clements Church,St Clements Road,,Manchester,Manchester,M21 9AE,England,Manchester,E01005155,Manchester 037C,24/7 Access,Public,53.4407,-2.2837,Greater Manchester
220ECDDD-B8FE-40E5-98BA-B35C00FB546E,The Edge Theatre & Arts Centre ,"The Edge Theatre & Arts Centre, Grounds Of Chorlton Methodist Church",Manchester Road,Chorlton,Manchester,Greater Manchester,M21 9JG,England,Manchester,E01005150,Manchester 029A,Varied Access,Restricted,53.4419,-2.28276,Greater Manchester
AE11FAD0-2965-4D69-9754-B27D0102A979,,Oswald Road Primary School,Oswald Road,,Manchester,Manchester,M21 9PL,England,Manchester,E01005150,Manchester 029A,Varied Access,Restricted,53.44468375,-2.280358671,Greater Manchester
FC6AC6F6-5973-4910-8440-AE3900EA8469,Tesco,Tesco Petrol Station,84 Manchester Road,,Manchester,Manchester,M21 9PT,England,Manchester,E01005159,Manchester 029D,Varied Access,Restricted,53.4456487,-2.2776452,Greater Manchester
4259E618-0CB2-4C5E-A38D-B3670090B2C4,,Concord Cafe Concord Business Park,Threapwood Road,,Manchester,Manchester,M22 0RR,England,Manchester,E01005317,Manchester 052E,24/7 Access,Public,53.3719,-2.25385,Greater Manchester
ADF4D2F1-EFAA-4B8D-9881-B27500AD833A,Dandelion Community,St Marks Church,Oatlands Road,,Manchester,Manchester,M22 1AH,England,Manchester,E01005315,Manchester 053C,24/7 Access,Public,53.37488414,-2.26848023,Greater Manchester
A7B4ED71-A04B-40EB-AD62-B34C00AB204B,Woodhouse Park Lifestyle Centre,Woodhouse Park Lifestyle Centre,Portway,,Manchester,Manchester,M22 1QW,England,Manchester,E01005315,Manchester 053C,24/7 Access,Public,53.3741,-2.27173,Greater Manchester
80DE9686-1C3F-42BD-9A23-AFE7012C308D,Screwfix,Unit B Leestone Road,Wythenshawe,Manchester,Manchester,Manchester,M22 4BA,England,Manchester,E01005295,Manchester 049E,Varied Access,Restricted,53.397375,-2.254554,Greater Manchester
EC348484-3AC3-46E1-AA31-B35900F34BFF,Wythenshawe Masjid,Wythenshawe Muslim Association,7 Moor End,,Manchester,Manchester,M22 4JQ,England,Manchester,E01005268,Manchester 046C,24/7 Access,Public,53.406,-2.26144,Greater Manchester
72930D32-E536-4B68-8CFE-B3F101013CCD,Sunbelt Rentals ,Sunbelt Rentals,Harper Road,,Manchester,Manchester,M22 4RA,England,Manchester,E01005263,Manchester 046A,Varied Access,Restricted,53.4006,-2.25361,Greater Manchester
0FABB9B6-106E-4DB6-A2EB-B39900F199AC,Metroline Manchester,Building 7,Leestone Road,,Manchester,Manchester,M22 4RF,England,Manchester,E01005295,Manchester 049E,24/7 Access,Public,53.39768893,-2.251590699,Greater Manchester
F27C2B54-9DA0-4354-8138-B13E00FD01C4,Edam Group,New Acre House,Shentonfield Road,,Manchester,Manchester,M22 4RW,England,Manchester,E01005295,Manchester 049E,Varied Access,Restricted,53.3962,-2.24955,Greater Manchester
BD875B8A-D2AD-457B-AD0C-B1E1012CEBD7,,75 Bronington Close,,,Manchester,Manchester,M22 4ZR,England,Manchester,E01005263,Manchester 046A,24/7 Access,Restricted,53.4027,-2.24806,Greater Manchester
80D85F3E-6C54-4365-A0D7-B09700EDFE1E,Wythenshawe,Wythenshawe Fire Station,Brownley Road,Wythenshawe,Manchester,Manchester,M22 5EA,England,Manchester,E01005291,Manchester 050E,24/7 Access,Public,53.3821641,-2.2556084,Greater Manchester
0A364FF8-E290-46FB-BA34-B27200B21130,Lpl Office,Unit A Ashbrook Approach,Ashbrook Business Park,Longstone Road,Manchester,Manchester,M22 5LB,England,Manchester,E01005316,Manchester 053D,Varied Access,Public,53.3635,-2.27021,Greater Manchester
E39CB2A5-1592-4C35-A45C-AD97010599B3,,Arnold Clark Car & Van Rental (Manchester),Unit 14,Shadowmoss Road,Manchester,Manchester,M22 5LH,England,Manchester,E01005317,Manchester 052E,Varied Access,Public,53.3689765,-2.2520532,Greater Manchester
441D7342-066D-4163-BBA2-B01900E374BB,Wythenshawe Forum,Forum Centre,,,Manchester,Manchester,M22 5RX,England,Manchester,E01005291,Manchester 050E,Varied Access,Restricted,53.3799413,-2.2650167,Greater Manchester
5E9A59D4-6E40-4C54-A635-AEFA00CBFB42,Pz Cussons,3500 Aviator Way,,,Manchester,Manchester,M22 5TG,England,Manchester,E01005318,Manchester 053E,24/7 Access,Restricted,53.3673982,-2.2668317,Greater Manchester
E7F5BC20-3C78-49DE-9EAE-AFF700708140,Galliford Try Construction North West,Ground Floor Trident 3,Styal Road,,Manchester,Manchester,M22 5XB,England,Manchester,E01005317,Manchester 052E,Varied Access,Restricted,53.36558914,-2.23941112,Greater Manchester
2B73D16B-F2D9-4C6A-9F20-B16B00A4671A,Kids- Time,Benchill Childrens Centre,Brookfield Gardens,,Manchester,Manchester,M22 8ZZ,England,Manchester,E01005085,Manchester 049A,Varied Access,Restricted,53.3948,-2.26537,Greater Manchester
7BF62F2D-9948-490C-BB0A-B11D00B31F6D,,Haveley Hey Community School,Nearbrook Road,,Manchester,Manchester,M22 9NS,England,Manchester,E01005091,Manchester 050D,24/7 Access,Restricted,53.3851,-2.26708,Greater Manchester
824EB90C-99A5-4A27-88C8-B17F00F81FB0,Silver Birch,Poundswick Lane,,Wythenshaw,Manchester,Manchester,M22 9PQ,England,Manchester,E01005091,Manchester 050D,24/7 Access,Public,53.38132474,-2.264245749,Greater Manchester
E61378DC-EAA6-4E58-BE19-AF39006AD35D,Transport For Greater Manchester,Wythenshawe Interchange,31 Poundswick Lane,Wythenshawe,Manchester,Manchester,M22 9PQ,England,Manchester,E01005291,Manchester 050E,Varied Access,Restricted,53.3803969,-2.2641115,Greater Manchester
8EB05C7B-458B-4DE1-B3A8-AFCC00BDC34E,Wythenshawe Police Station,Poundswick Lane,Wythenshawe,Manchester,Manchester,Manchester,M22 9PQ,England,Manchester,E01005090,Manchester 050C,24/7 Access,Public,53.3803762,-2.2675299,Greater Manchester
CFEDB974-C2E6-42E7-AC8F-AFEF00D7D95F,Mkm Building Supplies,242 Altrincham Road,,,Manchester,Manchester,M22 9SB,England,Manchester,E01005295,Manchester 049E,Varied Access,Public,53.3980557,-2.2587316,Greater Manchester
29F8830A-A351-48D7-9EEB-B03E00FA7730,Tesco Stores Ltd,152-156 Moorcroft Road,Wythenshaw,Manchester,Manchester,Manchester,M23 0AH,England,Manchester,E01005262,Manchester 044B,Varied Access,Public,53.40925,-2.2932556,Greater Manchester
8A7E6BE4-6DA9-4178-AB6C-AE520091A337,Wythenshawe Forum Trust Ltd,"Pavilion House, Wythenshawe Sports Ground",Willenhall Road,,Manchester,Manchester,M23 0BD,England,Manchester,E01005267,Manchester 046B,Varied Access,Public,53.41523,-2.276756,Greater Manchester
A392967C-3709-4037-8DAD-B02100E5B80B,,Button Lane Primary School,Button Lane,,Manchester,Manchester,M23 0ND,England,Manchester,E01005266,Manchester 044E,Varied Access,Restricted,53.411545,-2.2884124,Greater Manchester
AEF26747-D5C7-44BB-92B6-B19300A2B261,Newall Green,Greenbrow Road,,Wythenshaw,Manchester,Manchester,M23 2SX,England,Manchester,E01005075,Manchester 051D,24/7 Access,Public,53.38435834,-2.28728056,Greater Manchester
43935EA8-58F9-4AEC-85E1-B03800DD4FF6,St Pauls High School,St Pauls Rc High School,Firbank Road,,Manchester,Manchester,M23 2YS,England,Manchester,E01005074,Manchester 051C,Varied Access,Restricted,53.3848616,-2.27924,Greater Manchester
C3B3D4A3-271B-4838-8B5D-B17000A58DAF,Dixons Brooklands Academy,Dixons Brooklands Academy,Moor Road,Wythrnshawe,Manchester,Greater Manchester,M23 9BP,England,Manchester,E01005117,Manchester 048E,Varied Access,Public,53.4021,-2.2963,Greater Manchester
CA4BE7AE-F913-4865-B91E-B39900ED2022,,Arriva North West Limited,Greeba Road,,Manchester,Manchester,M23 9ET,England,Manchester,E01005069,Manchester 047A,24/7 Access,Public,53.39602023,-2.299800428,Greater Manchester
62990A38-00A4-4BBF-B45C-B1B5009C3EB3,,The Oaks Business Park,Crewe Road,,Manchester,Manchester,M23 9HZ,England,Manchester,E01005116,Manchester 047E,24/7 Access,Public,53.4049,-2.29993,Greater Manchester
F5519290-45C1-42E4-872D-AE05012203A6,,Tatton House,11 Caldey Road,,Manchester,Manchester,M23 9LF,England,Manchester,E01005069,Manchester 047A,24/7 Access,Restricted,53.3932431,-2.299746,Greater Manchester
BB77B515-8DE2-49FF-A469-AE050122F412,,Tatton House,11 Caldey Road,,Manchester,Manchester,M23 9LF,England,Manchester,E01005069,Manchester 047A,24/7 Access,Public,53.3932431,-2.299746,Greater Manchester
67914ABC-7121-4E88-AF8E-AE5400B7C908,,Endress And Hauser Limited,Floats Road,Wythenshawe,Manchester,Manchester,M23 9NF,England,Manchester,E01005069,Manchester 047A,Varied Access,Restricted,53.395092,-2.299021,Greater Manchester
9711616E-C639-4C7F-8156-AE5400B98C17,,Endress And Hauser Limited,Floats Road,Wythenshawe,Manchester,Manchester,M23 9NF,England,Manchester,E01005069,Manchester 047A,Varied Access,Restricted,53.395092,-2.299021,Greater Manchester
45A7D3B6-47AE-4B7C-AC18-AE1901193F10,Tesco,Tesco Stores Ltd,Altrincham Road,,Manchester,Manchester,M23 9TJ,England,Manchester,E01005117,Manchester 048E,Varied Access,Public,53.4003193,-2.2966482,Greater Manchester
2654FFBE-EA53-4F71-950F-B33000EFE501,,Unit A5/A6,Southmoor Industrial Estate,,Wythenshawe,Manchester,M23 9XD,England,Manchester,E01005070,Manchester 051B,Varied Access,Public,53.39674039,-2.296530195,Greater Manchester
C07A4960-CD97-4624-9374-ADE9014772DA,,St Michaels C Of E Church,Townley Street,,Middleton,Rochdale,M24 1AS,England,Rochdale,E01005533,Rochdale 024A,24/7 Access,Public,53.5476915,-2.1905573,Greater Manchester
F879A5D9-D971-4080-AEC7-AFF200BBC69C,,77 Kirkway,,,Middleton,Rochdale,M24 1EP,England,Rochdale,E01005530,Rochdale 025A,24/7 Access,Public,53.5435442,-2.1928626,Greater Manchester
4F146762-827F-410D-B009-B0D000EB47AD,Secheron Hasler Uk Unit E3,Secheron Hasler Uk Unit E3,Brookside Business Park,Greengate,Middleton,Oldham,M24 1GS,England,Oldham,E01005330,Oldham 015B,Varied Access,Public,53.5402,-2.17424,Greater Manchester
5A70D6D1-BDF6-46D7-96E7-B0F900C4C30C,Star Refrigeration Ltd,Unit C6 Brookside Business Park,Greengate,,Chadderton,Oldham,M24 1GS,England,Oldham,E01005330,Oldham 015B,Varied Access,Public,53.539,-2.17246,Greater Manchester
5DC89568-39A9-4332-BFE3-AE2E00EFF2AC,,Alkrington And Providence United Reformed Church,Manchester New Road,,Middleton,Greater Manchester,M24 1LB,England,Rochdale,E01005549,Rochdale 025F,24/7 Access,Public,53.539477,-2.201324,Greater Manchester
CC54FBB6-9DC2-4F48-ACD3-AF6B00ECC012,Tesco,Rbs Atm Tesco Express,191-197 Kirkway,,Middleton,Rochdale,M24 1LW,England,Rochdale,E01005545,Rochdale 025E,Varied Access,Public,53.5372887,-2.1926077,Greater Manchester
C6D6ED08-7558-4323-B373-B0F900F92953,St Thomas More Rc Primary School,St Thomas More Rc Primary School,Evesham Road,,Middleton,Rochdale,M24 1PY,England,Rochdale,E01005545,Rochdale 025E,Varied Access,Restricted,53.5344,-2.19196,Greater Manchester
99DFC72E-2FAB-420F-BA61-B2DD00ED5869,St Thomas More Rc Primary School,St Thomas More Rc Primary School,Evesham Road,,Middleton,Rochdale,M24 1PY,England,Rochdale,E01005545,Rochdale 025E,Varied Access,Restricted,53.5344,-2.19196,Greater Manchester
E7782282-0592-4406-9A6B-B0BA00B91C3A,United Aluminium,Unit C2 Greengate Industrial Estate,Greenside Way,,Chadderton,Oldham,M24 1SW,England,Oldham,E01005330,Oldham 015B,Varied Access,Public,53.5362967,-2.177304,Greater Manchester
13E3BFD4-FF84-46C4-8955-B0980098D127,Unibox,"Unit C2, Greengate Industrial Estate, Greenside Way",Greenside Way,,Manchester,Lancashire,M24 1SW,England,Oldham,E01005330,Oldham 015B,Varied Access,Public,53.5362967,-2.177304,Greater Manchester
C53E8C0D-38BC-4548-A7B2-AFCC00AA1958,Sunbelt Rentals,Greenside Way Chadderton,,,Chadderton,Oldham,M24 1SW,England,Oldham,E01005330,Oldham 015B,Varied Access,Restricted,53.53678,-2.17715,Greater Manchester
18845FA0-1225-474E-B8A7-AF4F00F515FE,,"Electricity Sub Station 33m From Blockfoil Ltd, Greenside Way 13m From Greenside Way",Greenside Way,,Chadderton,Oldham,M24 1SW,England,Oldham,E01005330,Oldham 015B,Varied Access,Restricted,53.53524,-2.17706,Greater Manchester
A5CBC8E3-C1E3-40E7-B7F1-B0C700EFE777,Alkrington Community Centre,Alkrington Community Centre,Hardfield Road,,Middleton,Rochdale,M24 1TQ,England,Rochdale,E01005545,Rochdale 025E,24/7 Access,Public,53.5365,-2.19445,Greater Manchester
9D37D751-0077-4389-9537-B14700CEC45E,Refinery Supplies Ltd,Chadderton Ind Est Greenside Way Middleton Manchester,Footpath From Greengate To Greenside Way Opposite 211 Greengate,,Manchester,Please Choose Your State,M24 1UU,England,Oldham,E01005330,Oldham 015B,Varied Access,Restricted,53.53415,-2.17749,Greater Manchester
00B815E2-621A-46C3-822E-AE3D00C99C0C,,Middleton Hall Care Home,205-207 Grimshaw Lane,,Middleton,Rochdale,M24 2BW,England,Rochdale,E01005535,Rochdale 023B,24/7 Access,Public,53.5435436,-2.1785122,Greater Manchester
4EB079A0-DB7B-4C14-9667-B44700FD9890,Middleton Nursery School,Middleton Nursery School,236-240 Oldham Road,,Middleton,Gtr Manchester,M24 2DP,England,Rochdale,E01005541,Rochdale 023F,24/7 Access,Public,53.55036104,-2.186097564,Greater Manchester
D691F757-5741-47DC-A35D-AEB500D6065C,Elm Wood County Primary School,Elm Wood County Primary School,Elm Street,,Middleton,Rochdale,M24 2EG,England,Rochdale,E01005542,Rochdale 023G,Varied Access,Restricted,53.5499957,-2.1767727,Greater Manchester
D8748CB5-8B9A-4A67-88B5-AFE700B45179,Tesco,"Shelter 11m From Tesco Express, 408 Oldham Road 7m From A669",Oldham Road,,Middleton,Rochdale,M24 2FA,England,Rochdale,E01005540,Rochdale 023E,Varied Access,Public,53.5508825,-2.1780865,Greater Manchester
D7AD582C-7FC4-4173-9144-B10A00A8BB71,Manchester Advertising Kiosk,Outside Zara,St Mary's Gate,,Manchester,Greater Manchester,M1 1AD,England,Manchester,E01033658,Manchester 054C,24/7 Access,Public,53.483383,-2.2453526,Greater Manchester
C92E8D83-5594-405C-85D1-ADB000B45E9F,,Third Floor,20 Dale Street,Ladbible Group,Manchester,Manchester,M1 1EZ,England,Manchester,E01033653,Manchester 055B,Varied Access,Restricted,53.4817638,-2.2346382,Greater Manchester
443587C6-DC61-4706-AC1E-B0EC009A8613,Brook Manchester,Brook Manchester,Commonwealth House,81 Lever Street,Manchester,Greater Manchester,M1 1FL,England,Manchester,E01034129,Manchester 055F,Varied Access,Restricted,53.48363876,-2.23258591,Greater Manchester
40A30843-3A19-49BE-A63F-B13000B52353,,Gmwda Recycling Centre,Spring Vale,,Middleton,Rochdale,M24 2HR,England,Rochdale,E01005533,Rochdale 024A,24/7 Access,Restricted,53.5499,-2.19137,Greater Manchester
332A61EF-A698-4C24-8713-AF6C0095C1BC,Springvale Rd Hwrc,Middleton,Gt Manchester,,Middleton,Rochdale,M24 2HR,England,Rochdale,E01005533,Rochdale 024A,Varied Access,Public,53.5504625,-2.1888945,Greater Manchester
0082483C-D033-45FC-8DE5-AF03008B9929,Whitham Mills Engineering Ltd,"Unit 70, Whitbrook Way",Stakehill Industrial Estate,,Middleton,Manchester,M24 2SS,England,Rochdale,E01005543,Rochdale 021F,Varied Access,Restricted,53.5693779,-2.17472696,Greater Manchester
92F773FD-32D9-454C-8982-B176010309AC,Whitham Mills,Unit 70,Whitbrook Way,,Middleton,Rochdale,M24 2SS,England,Rochdale,E01005543,Rochdale 021F,Varied Access,Restricted,53.5695076,-2.1751585,Greater Manchester
90AC235B-1089-4BD5-AA99-B130011DFB3E,The Hive,47 Lever Street,,,Manchester,Manchester,M1 1FN,England,Manchester,E01033653,Manchester 055B,24/7 Access,Restricted,53.48314,-2.23334,Greater Manchester
